pi,lambda,f0,f1,f2,sdf0,sdf1,sdf2,Q,sdQ,m
0.2,0.9,0.0368765308672835,0.0427615596100976,0.9203619095226157,0.0060019373174092,0.010508978635767,0.0120137000442333,0.8348387903024204,0.0330316573157674,0.8805428642839235
0.2,0.95,0.0353469132716825,0.0230274931267187,0.941625593601602,0.0059097902750204,0.0101290050813993,0.0116349810830873,0.8955706073481646,0.031892991245886,0.9124383904024032
0.25,0.05,0.0711099725068729,0.3630994751312179,0.5657905523619109,0.0080977406123093,0.0153230252308231,0.0156535178384866,-0.1604083979005248,0.0462995683001329,0.3486858285428663
0.25,0.1,0.0682761809547613,0.353468882779306,0.5782549362659348,0.0080858181411188,0.0153126122518826,0.0159290455223215,-0.1286828292926772,0.0465542700260868,0.3673824043989022
0.25,0.15,0.0658622844288926,0.3455943514121473,0.5885433641589621,0.0078357692462245,0.0155757554579378,0.0159877509856641,-0.1026453386653325,0.0471392619015398,0.3828150462384432
0.25,0.2,0.0631622094476378,0.3380252436890782,0.5988125468632883,0.0078628513604876,0.0169936197614529,0.0174493510634884,-0.0772379405148681,0.0514365905863943,0.3982188202949325
0.25,0.25,0.0603579105223694,0.3206263434141456,0.6190157460634845,0.0075392551378098,0.0172477272662527,0.0180277703002756,-0.0222369407648066,0.052523224832781,0.4285236190952268
0.25,0.3,0.0582751812046989,0.3124671332166959,0.629257685578607,0.0075854470121019,0.0188730358449429,0.0195712501272176,0.004323419145215,0.0573173218171036,0.4438865283679104
0.25,0.35,0.0561742064483882,0.2984023994001498,0.645423394151461,0.0073440720670734,0.0205647522290311,0.0216545074424901,0.0486185953511613,0.0627840119005525,0.4681350912271915
0.25,0.4,0.0541092226943266,0.2845788552861781,0.6613119220194966,0.0070863472551551,0.0196813958546974,0.0203461097099645,0.0921542114471404,0.0597089014193594,0.4919678830292449
0.25,0.45,0.0521034741314674,0.2663626593351653,0.6815338665333671,0.0070964632337096,0.0161173259359663,0.0166879721737298,0.1488085478630364,0.0489226240456625,0.5223007998000506
0.25,0.5,0.0501402149462638,0.2481592101974515,0.7017005748562872,0.0069341246638481,0.0215910837100886,0.0226143830817789,0.2053821544613841,0.0657965505019562,0.5525508622844308
